like1,parFLOWLENWEIGHT,parFLOWACCWEIGHT,parLSFACTORWEIGHT,chain
1.0,8.31,8.32,8.31,1.0
0.9995,9.44,8.414,8.586,1.0
0.9985,7.2,8.51,8.87,1.0
0.9883,4.965,8.6,9.15,1.0
0.9697,2.729,8.695,9.43,1.0
0.957,1.508,8.78,9.7,1.0
0.9766,3.744,8.875,9.984,1.0
0.992,5.98,8.97,9.71,1.0
0.999,8.22,9.06,9.44,1.0
1.0,9.53,9.16,9.16,1.0
0.998,7.293,9.25,8.875,1.0
0.9897,5.06,9.34,8.59,1.0
0.973,2.82,9.44,8.32,1.0
0.961,1.415,9.53,8.04,1.0
0.9805,3.65,9.625,7.758,1.0
0.9937,5.887,9.72,7.48,1.0
0.997,8.125,9.81,7.2,1.0
0.995,9.625,9.91,6.92,1.0
0.9946,7.387,9.99,6.64,1.0
0.9883,5.15,9.914,6.36,1.0
0.9717,2.914,9.82,6.082,1.0
0.956,1.322,9.73,5.8,1.0
0.976,3.559,9.63,5.523,1.0
0.988,5.793,9.54,5.242,1.0
0.9873,8.03,9.445,4.965,1.0
0.9805,9.71,9.35,4.684,1.0
0.984,7.48,9.26,4.406,1.0
0.9795,5.242,9.164,4.125,1.0
0.9614,3.008,9.07,3.846,1.0
0.9365,1.229,8.98,3.566,1.0
0.96,3.465,8.88,3.287,1.0
0.9688,5.7,8.8,3.008,1.0
0.9614,7.938,8.7,2.729,1.0
0.9478,9.805,8.61,2.447,1.0
0.9517,7.57,8.516,2.168,1.0
0.9473,5.336,8.42,1.89,1.0
0.9214,3.1,8.33,1.609,1.0
0.873,1.136,8.234,1.33,1.0
0.9062,3.371,8.14,1.051,1.0
0.9307,5.605,8.05,1.229,1.0
0.9355,7.844,7.953,1.508,1.0
0.9316,9.9,7.863,1.788,1.0
0.9507,7.664,7.77,2.066,1.0
0.9634,5.43,7.676,2.346,1.0
0.959,3.193,7.582,2.627,1.0
0.9355,1.042,7.49,2.906,1.0
0.971,3.277,7.395,3.186,1.0
0.984,5.516,7.3,3.465,1.0
0.9805,7.75,7.21,3.744,1.0
0.971,9.984,7.117,4.023,1.0
0.987,7.758,7.023,4.305,1.0
0.995,5.523,6.93,4.582,1.0
0.9873,3.287,6.836,4.863,1.0
0.962,1.051,6.742,5.14,1.0
0.9873,3.186,6.652,5.42,1.0
0.999,5.42,6.56,5.7,1.0
0.9976,7.656,6.465,5.98,1.0
0.9897,9.89,6.37,6.258,1.0
0.998,7.85,6.277,6.54,1.0
0.9985,5.617,6.184,6.816,1.0
0.9844,3.379,6.09,7.098,1.0
0.9546,1.144,6.0,7.38,1.0
0.9775,3.092,5.906,7.656,1.0
0.993,5.33,5.812,7.938,1.0
0.997,7.562,5.72,8.22,1.0
0.9937,9.8,5.625,8.49,1.0
0.995,7.945,5.53,8.77,1.0
0.989,5.707,5.438,9.055,1.0
0.9688,3.473,5.348,9.336,1.0
0.936,1.237,5.254,9.61,1.0
0.958,2.998,5.16,9.89,1.0
0.98,5.234,5.066,9.805,1.0
0.9907,7.47,4.973,9.53,1.0
0.9907,9.7,4.88,9.25,1.0
0.992,8.04,4.79,8.97,1.0
0.9883,5.8,4.695,8.69,1.0
0.9727,3.566,4.6,8.414,1.0
0.9414,1.33,4.508,8.13,1.0
0.968,2.906,4.414,7.85,1.0
0.9897,5.14,4.32,7.57,1.0
0.993,7.38,4.227,7.293,1.0
0.985,9.61,4.137,7.01,1.0
0.99,8.13,4.043,6.734,1.0
0.9946,5.895,3.95,6.453,1.0
0.9873,3.66,3.855,6.176,1.0
0.957,1.424,3.762,5.895,1.0
0.983,2.812,3.67,5.617,1.0
0.996,5.047,3.576,5.336,1.0
0.9863,7.285,3.482,5.06,1.0
0.966,9.52,3.39,4.777,1.0
0.973,8.23,3.297,4.496,1.0
0.9893,5.99,3.203,4.22,1.0
0.9985,3.752,3.111,3.94,1.0
0.9795,1.517,3.018,3.66,1.0
0.998,2.719,2.924,3.379,1.0
0.987,4.957,2.83,3.1,1.0
0.954,7.19,2.738,2.82,1.0
0.919,9.43,2.645,2.541,1.0
0.923,8.32,2.55,2.262,1.0
0.9443,6.082,2.459,1.982,1.0
0.9736,3.846,2.365,1.703,1.0
0.993,1.609,2.271,1.424,1.0
0.976,2.627,2.18,1.144,1.0
0.9263,4.863,2.086,1.136,1.0
0.899,7.098,1.992,1.415,1.0
0.881,9.336,1.899,1.694,1.0
0.9,8.414,1.806,1.974,1.0
0.9395,6.176,1.713,2.254,1.0
0.9805,3.94,1.62,2.533,1.0
0.9854,1.703,1.526,2.812,1.0
0.9883,2.533,1.434,3.092,1.0
0.974,4.77,1.34,3.371,1.0
0.95,7.004,1.247,3.65,1.0
0.9297,9.24,1.154,3.93,1.0
0.94,8.5,1.061,4.21,1.0
0.964,6.27,1.053,4.49,1.0
0.974,4.03,1.1455,4.77,1.0
0.9404,1.796,1.238,5.047,1.0
0.954,2.44,1.332,5.33,1.0
0.975,4.676,1.425,5.605,1.0
0.972,6.91,1.519,5.887,1.0
0.9624,9.15,1.611,6.168,1.0
0.968,8.59,1.704,6.445,1.0
0.9766,6.36,1.798,6.727,1.0
0.968,4.125,1.891,7.004,1.0
0.928,1.89,1.984,7.285,1.0
0.937,2.346,2.076,7.562,1.0
0.968,4.582,2.17,7.844,1.0
0.977,6.816,2.264,8.125,1.0
0.976,9.055,2.357,8.4,1.0
0.977,8.69,2.45,8.68,1.0
0.975,6.453,2.543,8.96,1.0
0.9575,4.22,2.637,9.24,1.0
0.9204,1.982,2.729,9.52,1.0
0.925,2.254,2.822,9.8,1.0
0.958,4.49,2.916,9.9,1.0
0.9766,6.727,3.008,9.625,1.0
0.981,8.96,3.102,9.34,1.0
0.9824,8.78,3.195,9.06,1.0
0.9824,6.547,3.29,8.78,1.0
0.9717,4.312,3.38,8.5,1.0
0.9434,2.076,3.475,8.23,1.0
0.9487,2.16,3.568,7.945,1.0
0.981,4.395,3.66,7.664,1.0
0.9907,6.633,3.754,7.387,1.0
0.987,8.87,3.848,7.105,1.0
0.987,8.875,3.94,6.83,1.0
0.994,6.64,4.035,6.547,1.0
0.993,4.406,4.125,6.27,1.0
0.9727,2.168,4.22,5.99,1.0
0.9736,2.066,4.312,5.707,1.0
0.9976,4.305,4.406,5.43,1.0
0.9956,6.54,4.5,5.15,1.0
0.9805,8.77,4.594,4.87,1.0
0.977,8.97,4.688,4.59,1.0
0.991,6.734,4.777,4.312,1.0
0.999,4.496,4.87,4.03,1.0
0.986,2.262,4.965,3.752,1.0
0.981,1.974,5.06,3.473,1.0
0.993,4.21,5.152,3.193,1.0
0.978,6.445,5.246,2.914,1.0
0.953,8.68,5.336,2.635,1.0
0.944,9.06,5.43,2.355,1.0
0.9575,6.83,5.523,2.076,1.0
0.965,4.59,5.617,1.796,1.0
0.944,2.355,5.71,1.517,1.0
0.921,1.881,5.805,1.237,1.0
0.937,4.117,5.9,1.042,1.0
0.9395,6.35,5.99,1.322,1.0
0.931,8.586,6.082,1.602,1.0
0.9346,9.16,6.176,1.881,1.0
0.959,6.92,6.27,2.16,1.0
0.9746,4.684,6.363,2.44,1.0
0.9653,2.447,6.457,2.719,1.0
0.959,1.788,6.547,2.998,1.0
0.984,4.023,6.64,3.277,1.0
0.986,6.258,6.734,3.559,1.0
0.9775,8.49,6.83,3.838,1.0
0.9766,9.25,6.92,4.117,1.0
0.9907,7.01,7.016,4.395,1.0
0.9937,4.777,7.11,4.676,1.0
0.978,2.541,7.2,4.957,1.0
0.9683,1.694,7.293,5.234,1.0
0.99,3.93,7.387,5.516,1.0
0.998,6.168,7.48,5.793,1.0
0.996,8.4,7.574,6.074,1.0
0.994,9.34,7.668,6.35,1.0
0.9995,7.105,7.76,6.633,1.0
0.9937,4.87,7.85,6.91,1.0
0.9756,2.635,7.945,7.19,1.0
0.964,1.602,8.04,7.47,1.0
0.985,3.838,8.13,7.75,1.0
0.9966,6.074,8.23,8.03,1.0
1.0,6.48,6.492,6.48,1.0
0.9976,6.574,8.73,6.76,1.0
0.997,6.668,9.04,7.04,1.0
0.9995,6.76,6.8,7.32,1.0
0.994,6.855,4.566,7.6,1.0
0.9785,6.95,2.328,7.88,1.0
0.974,7.04,1.927,8.16,1.0
0.99,7.133,4.164,8.44,1.0
0.997,7.227,6.4,8.72,1.0
0.9985,7.32,8.63,9.0,1.0
0.998,7.414,9.13,9.27,1.0
0.996,7.508,6.895,9.555,1.0
0.9883,7.6,4.656,9.836,1.0
0.9736,7.69,2.422,9.87,1.0
0.969,7.785,1.834,9.586,1.0
0.9873,7.88,4.07,9.305,1.0
0.997,7.973,6.305,9.02,1.0
0.9995,8.06,8.54,8.75,1.0
0.9995,8.16,9.23,8.47,1.0
0.999,8.25,6.99,8.19,1.0
0.993,8.34,4.75,7.91,1.0
0.979,8.44,2.516,7.63,1.0
0.9707,8.53,1.741,7.348,1.0
0.9883,8.625,3.977,7.07,1.0
0.996,8.72,6.21,6.79,1.0
0.996,8.81,8.445,6.51,1.0
0.994,8.91,9.31,6.23,1.0
0.993,9.0,7.08,5.953,1.0
0.9854,9.09,4.844,5.67,1.0
0.9673,9.18,2.607,5.395,1.0
0.9536,9.27,1.647,5.113,1.0
0.9717,9.37,3.883,4.836,1.0
0.9785,9.46,6.12,4.555,1.0
0.9775,9.555,8.35,4.273,1.0
0.9727,9.65,9.41,3.996,1.0
0.9688,9.74,7.17,3.717,1.0
0.9556,9.836,4.938,3.438,1.0
0.929,9.93,2.701,3.158,1.0
0.9053,9.96,1.555,2.877,1.0
0.929,9.87,3.791,2.598,1.0
0.9395,9.77,6.027,2.318,1.0
0.9395,9.68,8.266,2.04,1.0
0.9336,9.586,9.5,1.76,1.0
0.925,9.49,7.266,1.48,1.0
0.905,9.4,5.03,1.201,1.0
0.8726,9.305,2.795,1.079,1.0
0.8594,9.21,1.461,1.358,1.0
0.9087,9.12,3.697,1.638,1.0
0.9355,9.02,5.934,1.917,1.0
0.9473,8.93,8.17,2.197,1.0
0.9517,8.84,9.59,2.477,1.0
0.9595,8.75,7.36,2.756,1.0
0.96,8.66,5.125,3.035,1.0
0.949,8.56,2.889,3.314,1.0
0.935,8.47,1.368,3.594,1.0
0.967,8.375,3.604,3.873,1.0
0.9814,8.28,5.84,4.152,1.0
0.9854,8.19,8.08,4.434,1.0
0.9844,8.09,9.69,4.71,1.0
0.991,8.0,7.453,4.992,1.0
0.991,7.91,5.215,5.27,1.0
0.9814,7.816,2.98,5.55,1.0
0.965,7.723,1.275,5.83,1.0
0.9883,7.63,3.512,6.11,1.0
0.998,7.535,5.746,6.39,1.0
0.999,7.44,7.984,6.668,1.0
0.996,7.348,9.78,6.95,1.0
1.0,7.258,7.547,7.227,1.0
0.997,7.164,5.31,7.508,1.0
0.9854,7.07,3.074,7.785,1.0
0.966,6.977,1.182,8.06,1.0
0.986,6.883,3.418,8.34,1.0
0.995,6.79,5.652,8.625,1.0
0.997,6.7,7.89,8.91,1.0
0.995,6.605,9.875,9.18,1.0
0.9946,6.51,7.64,9.46,1.0
0.9883,6.418,5.402,9.74,1.0
0.974,6.324,3.168,9.96,1.0
0.9546,6.23,1.089,9.68,1.0
0.9775,6.137,3.324,9.4,1.0
0.99,6.047,5.56,9.12,1.0
0.9946,5.953,7.797,8.84,1.0
0.9927,5.86,9.97,8.56,1.0
0.995,5.766,7.73,8.28,1.0
0.9937,5.67,5.496,8.0,1.0
0.9844,5.58,3.26,7.723,1.0
0.962,5.484,1.024,7.44,1.0
0.987,5.395,3.23,7.164,1.0
0.997,5.3,5.47,6.883,1.0
0.996,5.207,7.703,6.605,1.0
0.988,5.113,9.94,6.324,1.0
0.9946,5.02,7.824,6.047,1.0
0.999,4.926,5.59,5.766,1.0
0.9946,4.836,3.354,5.484,1.0
0.972,4.742,1.118,5.207,1.0
0.9956,4.65,3.139,4.926,1.0
0.999,4.555,5.375,4.65,1.0
0.9883,4.46,7.61,4.367,1.0
0.9697,4.367,9.84,4.09,1.0
0.981,4.273,7.918,3.809,1.0
0.993,4.184,5.684,3.53,1.0
0.9976,4.09,3.447,3.25,1.0
0.977,3.996,1.211,2.97,1.0
0.994,3.902,3.045,2.691,1.0
0.9824,3.809,5.28,2.412,1.0
0.9536,3.717,7.516,2.133,1.0
0.9204,3.623,9.75,1.853,1.0
0.9297,3.53,8.01,1.573,1.0
0.946,3.438,5.777,1.294,1.0
0.956,3.344,3.54,1.015,1.0
0.955,3.25,1.304,1.265,1.0
0.9814,3.158,2.951,1.544,1.0
0.9688,3.064,5.188,1.824,1.0
0.9463,2.97,7.42,2.104,1.0
0.9263,2.877,9.66,2.383,1.0
0.949,2.785,8.1,2.662,1.0
0.978,2.691,5.867,2.941,1.0
0.997,2.598,3.633,3.22,1.0
0.983,2.506,1.397,3.5,1.0
0.992,2.412,2.86,3.781,1.0
0.986,2.318,5.094,4.06,1.0
0.971,2.227,7.332,4.34,1.0
0.9565,2.133,9.56,4.617,1.0
0.9663,2.04,8.195,4.9,1.0
0.9756,1.946,5.96,5.176,1.0
0.9697,1.853,3.727,5.457,1.0
0.9346,1.76,1.49,5.74,1.0
0.95,1.667,2.766,6.016,1.0
0.964,1.573,5.0,6.297,1.0
0.965,1.48,7.24,6.574,1.0
0.9604,1.387,9.48,6.855,1.0
0.9614,1.294,8.29,7.133,1.0
0.955,1.201,6.055,7.414,1.0
0.9336,1.107,3.82,7.69,1.0
0.8887,1.015,1.584,7.973,1.0
0.9106,1.079,2.672,8.25,1.0
0.9395,1.172,4.906,8.53,1.0
0.953,1.265,7.145,8.81,1.0
0.9585,1.358,9.38,9.09,1.0
0.9565,1.451,8.38,9.37,1.0
0.947,1.544,6.15,9.65,1.0
0.9263,1.638,3.912,9.93,1.0
0.8955,1.73,1.677,9.77,1.0
0.9155,1.824,2.58,9.49,1.0
0.9453,1.917,4.816,9.21,1.0
0.961,2.01,7.05,8.93,1.0
0.9663,2.104,9.29,8.66,1.0
0.968,2.197,8.48,8.375,1.0
0.9663,2.29,6.242,8.09,1.0
0.9575,2.383,4.004,7.816,1.0
0.935,2.477,1.77,7.535,1.0
0.9507,2.568,2.486,7.258,1.0
0.9736,2.662,4.723,6.977,1.0
0.9795,2.756,6.957,6.7,1.0
0.9746,2.85,9.195,6.418,1.0
0.9775,2.941,8.57,6.137,1.0
0.986,3.035,6.336,5.86,1.0
0.9883,3.129,4.098,5.58,1.0
0.975,3.22,1.863,5.3,1.0
0.985,3.314,2.393,5.02,1.0
0.996,3.408,4.63,4.742,1.0
0.988,3.5,6.863,4.46,1.0
0.9707,3.594,9.1,4.184,1.0
0.9717,3.688,8.664,3.902,1.0
0.988,3.781,6.43,3.623,1.0
0.9985,3.873,4.19,3.344,1.0
0.9893,3.967,1.956,3.064,1.0
0.9897,4.06,2.299,2.785,1.0
0.988,4.152,4.535,2.506,1.0
0.9663,4.246,6.77,2.227,1.0
0.938,4.34,9.01,1.946,1.0
0.9336,4.434,8.76,1.667,1.0
0.9453,4.527,6.52,1.387,1.0
0.946,4.617,4.285,1.107,1.0
0.93,4.71,2.049,1.172,1.0
0.944,4.805,2.207,1.451,1.0
0.9653,4.9,4.44,1.73,1.0
0.9624,4.992,6.68,2.01,1.0
0.952,5.086,8.914,2.29,1.0
0.959,5.176,8.85,2.568,1.0
0.9795,5.27,6.613,2.85,1.0
0.989,5.363,4.38,3.129,1.0
0.978,5.457,2.143,3.408,1.0
0.9795,5.55,2.113,3.688,1.0
0.9946,5.645,4.348,3.967,1.0
0.994,5.74,6.586,4.246,1.0
0.9863,5.83,8.82,4.527,1.0
0.9883,5.92,8.945,4.805,1.0
0.9976,6.016,6.707,5.086,1.0
0.9976,6.11,4.473,5.363,1.0
0.983,6.203,2.236,5.645,1.0
0.9805,6.297,2.02,5.92,1.0
0.996,6.39,4.258,6.203,1.0
1.0,6.32,6.332,6.32,1.0
0.9927,6.227,6.05,4.086,1.0
0.957,6.133,5.773,1.85,1.0
0.971,6.043,5.492,2.387,1.0
0.9976,5.95,5.215,4.62,1.0
0.997,5.855,4.934,6.86,1.0
0.9854,5.76,4.652,9.09,1.0
0.9863,5.668,4.375,8.65,1.0
0.9956,5.574,4.094,6.414,1.0
0.995,5.484,3.816,4.18,1.0
0.964,5.39,3.537,1.942,1.0
0.972,5.297,3.256,2.293,1.0
0.993,5.203,2.977,4.527,1.0
0.984,5.11,2.697,6.766,1.0
0.9653,5.016,2.418,9.0,1.0
0.9634,4.92,2.139,8.74,1.0
0.976,4.832,1.859,6.508,1.0
0.9814,4.74,1.58,4.273,1.0
0.951,4.645,1.301,2.035,1.0
0.951,4.55,1.0205,2.201,1.0
0.9775,4.457,1.278,4.438,1.0
0.9683,4.363,1.558,6.67,1.0
0.9517,4.273,1.838,8.91,1.0
0.9546,4.18,2.117,8.836,1.0
0.9766,4.086,2.396,6.6,1.0
0.9946,3.992,2.676,4.363,1.0
0.986,3.898,2.955,2.129,1.0
0.987,3.807,3.234,2.107,1.0
0.9985,3.713,3.514,4.344,1.0
0.9834,3.62,3.795,6.58,1.0
0.9653,3.525,4.074,8.81,1.0
0.9653,3.434,4.35,8.93,1.0
0.9834,3.34,4.633,6.695,1.0
0.995,3.246,4.91,4.457,1.0
0.978,3.154,5.19,2.223,1.0
0.9697,3.06,5.473,2.014,1.0
0.9893,2.967,5.75,4.25,1.0
0.982,2.875,6.03,6.484,1.0
0.9688,2.781,6.31,8.72,1.0
0.967,2.688,6.59,9.02,1.0
0.9775,2.594,6.867,6.785,1.0
0.9766,2.502,7.15,4.55,1.0
0.944,2.408,7.426,2.314,1.0
0.9272,2.314,7.707,1.921,1.0
0.965,2.223,7.984,4.156,1.0
0.9707,2.129,8.266,6.39,1.0
0.9653,2.035,8.55,8.625,1.0
0.9634,1.942,8.83,9.12,1.0
0.966,1.85,9.1,6.88,1.0
0.9536,1.756,9.38,4.645,1.0
0.9087,1.663,9.664,2.408,1.0
0.8853,1.57,9.945,1.827,1.0
0.941,1.477,9.78,4.062,1.0
0.9595,1.384,9.5,6.3,1.0
0.959,1.29,9.22,8.53,1.0
0.956,1.197,8.94,9.21,1.0
0.9595,1.1045,8.66,6.973,1.0
0.9526,1.011,8.38,4.74,1.0
0.919,1.082,8.1,2.502,1.0
0.897,1.176,7.82,1.734,1.0
0.9546,1.269,7.543,3.97,1.0
0.964,1.361,7.26,6.207,1.0
0.9565,1.455,6.984,8.445,1.0
0.952,1.548,6.703,9.305,1.0
0.9644,1.642,6.426,7.066,1.0
0.9727,1.734,6.145,4.832,1.0
0.9614,1.827,5.863,2.594,1.0
0.9424,1.921,5.586,1.642,1.0
0.9805,2.014,5.305,3.877,1.0
0.973,2.107,5.027,6.113,1.0
0.956,2.201,4.746,8.35,1.0
0.947,2.293,4.47,9.4,1.0
0.965,2.387,4.188,7.16,1.0
0.9854,2.48,3.908,4.92,1.0
0.996,2.572,3.629,2.688,1.0
0.9824,2.666,3.35,1.548,1.0
0.996,2.76,3.07,3.783,1.0
0.9727,2.852,2.791,6.02,1.0
0.9473,2.945,2.512,8.26,1.0
0.9336,3.04,2.232,9.49,1.0
0.953,3.13,1.952,7.254,1.0
0.9756,3.225,1.673,5.016,1.0
0.9863,3.318,1.394,2.781,1.0
0.954,3.412,1.114,1.455,1.0
0.9805,3.504,1.186,3.691,1.0
0.967,3.598,1.465,5.926,1.0
0.9497,3.691,1.744,8.164,1.0
0.942,3.783,2.023,9.58,1.0
0.967,3.877,2.303,7.348,1.0
0.9897,3.97,2.582,5.11,1.0
0.9937,4.062,2.863,2.875,1.0
0.961,4.156,3.143,1.361,1.0
0.9985,4.25,3.422,3.598,1.0
0.9937,4.344,3.701,5.832,1.0
0.98,4.438,3.98,8.07,1.0
0.9707,4.527,4.258,9.67,1.0
0.989,4.62,4.54,7.438,1.0
0.9995,4.715,4.82,5.203,1.0
0.9893,4.81,5.098,2.967,1.0
0.9478,4.902,5.38,1.269,1.0
0.9927,4.996,5.656,3.504,1.0
0.999,5.09,5.938,5.742,1.0
0.993,5.18,6.215,7.977,1.0
0.9854,5.273,6.496,9.766,1.0
0.996,5.367,6.773,7.53,1.0
0.997,5.46,7.055,5.297,1.0
0.9785,5.555,7.336,3.06,1.0
0.9316,5.65,7.613,1.176,1.0
0.98,5.742,7.895,3.412,1.0
0.995,5.832,8.17,5.65,1.0
0.996,5.926,8.45,7.883,1.0
0.9917,6.02,8.734,9.86,1.0
0.996,6.113,9.01,7.625,1.0
0.9907,6.207,9.29,5.39,1.0
0.967,6.3,9.57,3.154,1.0
0.9175,6.39,9.85,1.082,1.0
0.968,6.484,9.875,3.318,1.0
0.9907,6.58,9.59,5.555,1.0
0.997,6.67,9.31,7.79,1.0
0.9946,6.766,9.03,9.95,1.0
0.9985,6.86,8.75,7.72,1.0
0.9946,6.953,8.48,5.484,1.0
0.9746,7.043,8.195,3.246,1.0
0.923,7.137,7.914,1.011,1.0
0.975,7.23,7.637,3.225,1.0
0.996,7.324,7.355,5.46,1.0
1.0,7.418,7.08,7.695,1.0
0.995,7.51,6.797,9.93,1.0
0.999,7.605,6.516,7.812,1.0
0.9956,7.695,6.24,5.574,1.0
0.975,7.79,5.957,3.34,1.0
0.919,7.883,5.68,1.1045,1.0
0.9688,7.977,5.4,3.13,1.0
0.9907,8.07,5.12,5.367,1.0
0.994,8.164,4.84,7.605,1.0
0.989,8.26,4.562,9.836,1.0
0.991,8.35,4.28,7.906,1.0
0.9854,8.445,4.004,5.668,1.0
0.9595,8.53,3.723,3.434,1.0
0.895,8.625,3.443,1.197,1.0
0.945,8.72,3.164,3.04,1.0
0.9717,8.81,2.885,5.273,1.0
0.978,8.91,2.605,7.51,1.0
0.974,9.0,2.324,9.75,1.0
0.973,9.09,2.045,7.996,1.0
0.9614,9.19,1.767,5.76,1.0
0.927,9.28,1.486,3.525,1.0
0.8486,9.375,1.207,1.29,1.0
0.9043,9.47,1.093,2.945,1.0
0.948,9.56,1.372,5.18,1.0
0.966,9.66,1.651,7.418,1.0
0.9707,9.75,1.931,9.66,1.0
0.972,9.836,2.21,8.09,1.0
0.9644,9.93,2.49,5.855,1.0
0.939,9.95,2.77,3.62,1.0
0.8833,9.86,3.049,1.384,1.0
0.931,9.766,3.328,2.852,1.0
0.9697,9.67,3.607,5.09,1.0
0.9844,9.58,3.887,7.324,1.0
0.987,9.49,4.168,9.56,1.0
0.9893,9.4,4.445,8.19,1.0
0.9854,9.305,4.727,5.95,1.0
0.966,9.21,5.004,3.713,1.0
0.9185,9.12,5.285,1.477,1.0
0.9536,9.02,5.562,2.76,1.0
0.9854,8.93,5.844,4.996,1.0
0.996,8.836,6.12,7.23,1.0
0.9966,8.74,6.402,9.47,1.0
0.9985,8.65,6.684,8.28,1.0
0.995,8.555,6.96,6.043,1.0
0.9775,8.46,7.242,3.807,1.0
0.9346,8.37,7.52,1.57,1.0
0.9604,8.28,7.8,2.666,1.0
0.9893,8.19,8.08,4.902,1.0
0.999,8.09,8.36,7.137,1.0
0.999,7.996,8.64,9.375,1.0
0.9995,7.906,8.914,8.37,1.0
0.995,7.812,9.195,6.133,1.0
0.977,7.72,9.48,3.898,1.0
0.9355,7.625,9.76,1.663,1.0
0.9546,7.53,9.96,2.572,1.0
0.986,7.438,9.69,4.81,1.0
0.9976,7.348,9.41,7.043,1.0
0.9976,7.254,9.125,9.28,1.0
0.9985,7.16,8.84,8.46,1.0
0.997,7.066,8.57,6.227,1.0
0.984,6.973,8.29,3.992,1.0
0.9453,6.88,8.01,1.756,1.0
0.9634,6.785,7.727,2.48,1.0
0.993,6.695,7.45,4.715,1.0
1.0,6.6,7.168,6.953,1.0
0.9946,6.508,6.89,9.19,1.0
0.996,6.414,6.61,8.555,1.0
